file	line	procedure_called	violation_kind	proposed_disposition	reason
stats/eml-lmm.praat	3503	emlNelderMead	unchecked	SAFE	The LMM module's only wizard entry point, label D_LMM_FORMULA in scripts/eml-wizard.praat, has no live `goto` reaching it from the active dispatch: the only `goto D_LMM_FORMULA` left in the file (line 2872) is that block's own error-dialog Back-button self-loop; the prior entry `goto D_LMM_FORMULA` is commented out (line 2666); the file's own comments (lines 2638-2648) state outright that 'D_LMM_FORMULA has no user-reachable entry'. grep confirms no other caller in the plugin reaches emlLMM/emlBOBYQA/emlNelderMead/emlParseFormula/emlCholeskySolve except through this severed door. Matches Ian's ruling (mailbox/to-opus/RULING_REGISTRY_VERDICTS_2026-09-01.md SS1: 'menu and wizard doors withdrawn; public post-1.0'). A bad value here cannot reach a user on the shipped 1.0 surface.
stats/eml-lmm.praat	3530	emlNelderMead	unchecked	SAFE	The LMM module's only wizard entry point, label D_LMM_FORMULA in scripts/eml-wizard.praat, has no live `goto` reaching it from the active dispatch: the only `goto D_LMM_FORMULA` left in the file (line 2872) is that block's own error-dialog Back-button self-loop; the prior entry `goto D_LMM_FORMULA` is commented out (line 2666); the file's own comments (lines 2638-2648) state outright that 'D_LMM_FORMULA has no user-reachable entry'. grep confirms no other caller in the plugin reaches emlLMM/emlBOBYQA/emlNelderMead/emlParseFormula/emlCholeskySolve except through this severed door. Matches Ian's ruling (mailbox/to-opus/RULING_REGISTRY_VERDICTS_2026-09-01.md SS1: 'menu and wizard doors withdrawn; public post-1.0'). A bad value here cannot reach a user on the shipped 1.0 surface.
stats/eml-lmm.praat	3546	emlNelderMead	unchecked	SAFE	The LMM module's only wizard entry point, label D_LMM_FORMULA in scripts/eml-wizard.praat, has no live `goto` reaching it from the active dispatch: the only `goto D_LMM_FORMULA` left in the file (line 2872) is that block's own error-dialog Back-button self-loop; the prior entry `goto D_LMM_FORMULA` is commented out (line 2666); the file's own comments (lines 2638-2648) state outright that 'D_LMM_FORMULA has no user-reachable entry'. grep confirms no other caller in the plugin reaches emlLMM/emlBOBYQA/emlNelderMead/emlParseFormula/emlCholeskySolve except through this severed door. Matches Ian's ruling (mailbox/to-opus/RULING_REGISTRY_VERDICTS_2026-09-01.md SS1: 'menu and wizard doors withdrawn; public post-1.0'). A bad value here cannot reach a user on the shipped 1.0 surface.
stats/eml-lmm.praat	3585	emlNelderMead	unchecked	SAFE	The LMM module's only wizard entry point, label D_LMM_FORMULA in scripts/eml-wizard.praat, has no live `goto` reaching it from the active dispatch: the only `goto D_LMM_FORMULA` left in the file (line 2872) is that block's own error-dialog Back-button self-loop; the prior entry `goto D_LMM_FORMULA` is commented out (line 2666); the file's own comments (lines 2638-2648) state outright that 'D_LMM_FORMULA has no user-reachable entry'. grep confirms no other caller in the plugin reaches emlLMM/emlBOBYQA/emlNelderMead/emlParseFormula/emlCholeskySolve except through this severed door. Matches Ian's ruling (mailbox/to-opus/RULING_REGISTRY_VERDICTS_2026-09-01.md SS1: 'menu and wizard doors withdrawn; public post-1.0'). A bad value here cannot reach a user on the shipped 1.0 surface.
stats/eml-lmm.praat	3601	emlNelderMead	unchecked	SAFE	The LMM module's only wizard entry point, label D_LMM_FORMULA in scripts/eml-wizard.praat, has no live `goto` reaching it from the active dispatch: the only `goto D_LMM_FORMULA` left in the file (line 2872) is that block's own error-dialog Back-button self-loop; the prior entry `goto D_LMM_FORMULA` is commented out (line 2666); the file's own comments (lines 2638-2648) state outright that 'D_LMM_FORMULA has no user-reachable entry'. grep confirms no other caller in the plugin reaches emlLMM/emlBOBYQA/emlNelderMead/emlParseFormula/emlCholeskySolve except through this severed door. Matches Ian's ruling (mailbox/to-opus/RULING_REGISTRY_VERDICTS_2026-09-01.md SS1: 'menu and wizard doors withdrawn; public post-1.0'). A bad value here cannot reach a user on the shipped 1.0 surface.
stats/eml-lmm.praat	3624	emlNelderMead	unchecked	SAFE	The LMM module's only wizard entry point, label D_LMM_FORMULA in scripts/eml-wizard.praat, has no live `goto` reaching it from the active dispatch: the only `goto D_LMM_FORMULA` left in the file (line 2872) is that block's own error-dialog Back-button self-loop; the prior entry `goto D_LMM_FORMULA` is commented out (line 2666); the file's own comments (lines 2638-2648) state outright that 'D_LMM_FORMULA has no user-reachable entry'. grep confirms no other caller in the plugin reaches emlLMM/emlBOBYQA/emlNelderMead/emlParseFormula/emlCholeskySolve except through this severed door. Matches Ian's ruling (mailbox/to-opus/RULING_REGISTRY_VERDICTS_2026-09-01.md SS1: 'menu and wizard doors withdrawn; public post-1.0'). A bad value here cannot reach a user on the shipped 1.0 surface.
stats/eml-lmm.praat	3640	emlNelderMead	unchecked	SAFE	The LMM module's only wizard entry point, label D_LMM_FORMULA in scripts/eml-wizard.praat, has no live `goto` reaching it from the active dispatch: the only `goto D_LMM_FORMULA` left in the file (line 2872) is that block's own error-dialog Back-button self-loop; the prior entry `goto D_LMM_FORMULA` is commented out (line 2666); the file's own comments (lines 2638-2648) state outright that 'D_LMM_FORMULA has no user-reachable entry'. grep confirms no other caller in the plugin reaches emlLMM/emlBOBYQA/emlNelderMead/emlParseFormula/emlCholeskySolve except through this severed door. Matches Ian's ruling (mailbox/to-opus/RULING_REGISTRY_VERDICTS_2026-09-01.md SS1: 'menu and wizard doors withdrawn; public post-1.0'). A bad value here cannot reach a user on the shipped 1.0 surface.
stats/eml-lmm.praat	3726	emlLMM	unchecked	SAFE	The LMM module's only wizard entry point, label D_LMM_FORMULA in scripts/eml-wizard.praat, has no live `goto` reaching it from the active dispatch: the only `goto D_LMM_FORMULA` left in the file (line 2872) is that block's own error-dialog Back-button self-loop; the prior entry `goto D_LMM_FORMULA` is commented out (line 2666); the file's own comments (lines 2638-2648) state outright that 'D_LMM_FORMULA has no user-reachable entry'. grep confirms no other caller in the plugin reaches emlLMM/emlBOBYQA/emlNelderMead/emlParseFormula/emlCholeskySolve except through this severed door. Matches Ian's ruling (mailbox/to-opus/RULING_REGISTRY_VERDICTS_2026-09-01.md SS1: 'menu and wizard doors withdrawn; public post-1.0'). A bad value here cannot reach a user on the shipped 1.0 surface.
stats/eml-lmm.praat	3813	emlLMM	unchecked	SAFE	The LMM module's only wizard entry point, label D_LMM_FORMULA in scripts/eml-wizard.praat, has no live `goto` reaching it from the active dispatch: the only `goto D_LMM_FORMULA` left in the file (line 2872) is that block's own error-dialog Back-button self-loop; the prior entry `goto D_LMM_FORMULA` is commented out (line 2666); the file's own comments (lines 2638-2648) state outright that 'D_LMM_FORMULA has no user-reachable entry'. grep confirms no other caller in the plugin reaches emlLMM/emlBOBYQA/emlNelderMead/emlParseFormula/emlCholeskySolve except through this severed door. Matches Ian's ruling (mailbox/to-opus/RULING_REGISTRY_VERDICTS_2026-09-01.md SS1: 'menu and wizard doors withdrawn; public post-1.0'). A bad value here cannot reach a user on the shipped 1.0 surface.
stats/eml-lmm.praat	3821	emlParseFormula	unchecked	SAFE	The LMM module's only wizard entry point, label D_LMM_FORMULA in scripts/eml-wizard.praat, has no live `goto` reaching it from the active dispatch: the only `goto D_LMM_FORMULA` left in the file (line 2872) is that block's own error-dialog Back-button self-loop; the prior entry `goto D_LMM_FORMULA` is commented out (line 2666); the file's own comments (lines 2638-2648) state outright that 'D_LMM_FORMULA has no user-reachable entry'. grep confirms no other caller in the plugin reaches emlLMM/emlBOBYQA/emlNelderMead/emlParseFormula/emlCholeskySolve except through this severed door. Matches Ian's ruling (mailbox/to-opus/RULING_REGISTRY_VERDICTS_2026-09-01.md SS1: 'menu and wizard doors withdrawn; public post-1.0'). A bad value here cannot reach a user on the shipped 1.0 surface.
stats/eml-lmm.praat	3826	emlLMM	unchecked	SAFE	The LMM module's only wizard entry point, label D_LMM_FORMULA in scripts/eml-wizard.praat, has no live `goto` reaching it from the active dispatch: the only `goto D_LMM_FORMULA` left in the file (line 2872) is that block's own error-dialog Back-button self-loop; the prior entry `goto D_LMM_FORMULA` is commented out (line 2666); the file's own comments (lines 2638-2648) state outright that 'D_LMM_FORMULA has no user-reachable entry'. grep confirms no other caller in the plugin reaches emlLMM/emlBOBYQA/emlNelderMead/emlParseFormula/emlCholeskySolve except through this severed door. Matches Ian's ruling (mailbox/to-opus/RULING_REGISTRY_VERDICTS_2026-09-01.md SS1: 'menu and wizard doors withdrawn; public post-1.0'). A bad value here cannot reach a user on the shipped 1.0 surface.
stats/eml-lmm.praat	3847	emlCholeskySolve	unchecked	SAFE	The LMM module's only wizard entry point, label D_LMM_FORMULA in scripts/eml-wizard.praat, has no live `goto` reaching it from the active dispatch: the only `goto D_LMM_FORMULA` left in the file (line 2872) is that block's own error-dialog Back-button self-loop; the prior entry `goto D_LMM_FORMULA` is commented out (line 2666); the file's own comments (lines 2638-2648) state outright that 'D_LMM_FORMULA has no user-reachable entry'. grep confirms no other caller in the plugin reaches emlLMM/emlBOBYQA/emlNelderMead/emlParseFormula/emlCholeskySolve except through this severed door. Matches Ian's ruling (mailbox/to-opus/RULING_REGISTRY_VERDICTS_2026-09-01.md SS1: 'menu and wizard doors withdrawn; public post-1.0'). A bad value here cannot reach a user on the shipped 1.0 surface.
eml-stats-demo.praat	88	emlTTest	unchecked	FIX	eml-stats-demo.praat is a bundled example/teaching script, not reachable from the menu or wizard, and every call (emlTTest, emlCohenD, emlPearsonCorrelation, emlWilcoxonSignedRank) is fully unchecked. Low practical severity -- nothing a real user runs -- but it ships as a worked example and sets the exact bad pattern this whole audit exists to catch for anyone who copies from it. FIX for the same reason a code sample in documentation should not model the defect.
eml-stats-demo.praat	93	emlCohenD	unchecked	FIX	eml-stats-demo.praat is a bundled example/teaching script, not reachable from the menu or wizard, and every call (emlTTest, emlCohenD, emlPearsonCorrelation, emlWilcoxonSignedRank) is fully unchecked. Low practical severity -- nothing a real user runs -- but it ships as a worked example and sets the exact bad pattern this whole audit exists to catch for anyone who copies from it. FIX for the same reason a code sample in documentation should not model the defect.
eml-stats-demo.praat	112	emlPearsonCorrelation	unchecked	FIX	eml-stats-demo.praat is a bundled example/teaching script, not reachable from the menu or wizard, and every call (emlTTest, emlCohenD, emlPearsonCorrelation, emlWilcoxonSignedRank) is fully unchecked. Low practical severity -- nothing a real user runs -- but it ships as a worked example and sets the exact bad pattern this whole audit exists to catch for anyone who copies from it. FIX for the same reason a code sample in documentation should not model the defect.
eml-stats-demo.praat	116	emlWilcoxonSignedRank	unchecked	FIX	eml-stats-demo.praat is a bundled example/teaching script, not reachable from the menu or wizard, and every call (emlTTest, emlCohenD, emlPearsonCorrelation, emlWilcoxonSignedRank) is fully unchecked. Low practical severity -- nothing a real user runs -- but it ships as a worked example and sets the exact bad pattern this whole audit exists to catch for anyone who copies from it. FIX for the same reason a code sample in documentation should not model the defect.
eml-studentized-range.praat	1020	emlStudentizedRangeQ	unchecked	SAFE	emlInvStudentizedRangeQ's own top-of-procedure guard (stats/eml-studentized-range.praat:942-958) already rejects every failure condition emlStudentizedRangeQ itself can raise (df<2, k<2, nranges<1 -- verified stats/eml-studentized-range.praat:549-555) before the bracket/bisection loop runs, and .k/.df/.nranges are read-only parameters, never reassigned in the body (grep-confirmed: zero `.k =` / `.df =` / `.nranges =` assignments between the procedure header and its end). So every inner @emlStudentizedRangeQ call in the loop is provably unreachable-on- failure -- a firmer conclusion than Fable's 1 Sept 'mitigating, not full proof' note. The 3 call sites moved lines between Fable's read and this one (827/834/850 -> 1020/1028/1067) because stats/eml-studentized-range.praat was under concurrent edit at the time, exactly the caveat Fable flagged ('re-run v134 fresh against this file'); re-verified here against current HEAD 9450ba1.
eml-studentized-range.praat	1028	emlStudentizedRangeQ	unchecked	SAFE	emlInvStudentizedRangeQ's own top-of-procedure guard (stats/eml-studentized-range.praat:942-958) already rejects every failure condition emlStudentizedRangeQ itself can raise (df<2, k<2, nranges<1 -- verified stats/eml-studentized-range.praat:549-555) before the bracket/bisection loop runs, and .k/.df/.nranges are read-only parameters, never reassigned in the body (grep-confirmed: zero `.k =` / `.df =` / `.nranges =` assignments between the procedure header and its end). So every inner @emlStudentizedRangeQ call in the loop is provably unreachable-on- failure -- a firmer conclusion than Fable's 1 Sept 'mitigating, not full proof' note. The 3 call sites moved lines between Fable's read and this one (827/834/850 -> 1020/1028/1067) because stats/eml-studentized-range.praat was under concurrent edit at the time, exactly the caveat Fable flagged ('re-run v134 fresh against this file'); re-verified here against current HEAD 9450ba1.
eml-studentized-range.praat	1067	emlStudentizedRangeQ	unchecked	SAFE	emlInvStudentizedRangeQ's own top-of-procedure guard (stats/eml-studentized-range.praat:942-958) already rejects every failure condition emlStudentizedRangeQ itself can raise (df<2, k<2, nranges<1 -- verified stats/eml-studentized-range.praat:549-555) before the bracket/bisection loop runs, and .k/.df/.nranges are read-only parameters, never reassigned in the body (grep-confirmed: zero `.k =` / `.df =` / `.nranges =` assignments between the procedure header and its end). So every inner @emlStudentizedRangeQ call in the loop is provably unreachable-on- failure -- a firmer conclusion than Fable's 1 Sept 'mitigating, not full proof' note. The 3 call sites moved lines between Fable's read and this one (827/834/850 -> 1020/1028/1067) because stats/eml-studentized-range.praat was under concurrent edit at the time, exactly the caveat Fable flagged ('re-run v134 fresh against this file'); re-verified here against current HEAD 9450ba1.
eml-wizard.praat	383	emlCountGroups	unchecked	FIX	Caller reads emlCountGroups.nGroups/.groupLabel$/.pgTotal but never emlCountGroups.error$; emlCountGroups sets .nGroups=0 on a missing/misspelled column and never changes it on that path (stats/eml-extract.praat:1734-1735), so a real failure is misreported as '0 groups' or 'Groups: 0, Analysed: 0' and the true reason (bad column name) is discarded. Concretely confirmed by Fable at graphs/eml-draw-procedures.praat:2927-2936 (a missing condition column prints 'Found 0' instead of the real error) and stats/eml-analysis.praat:3551-3585 (no fallback message at all).
eml-wizard.praat	622	emlCountGroups	unchecked	FIX	Caller reads emlCountGroups.nGroups/.groupLabel$/.pgTotal but never emlCountGroups.error$; emlCountGroups sets .nGroups=0 on a missing/misspelled column and never changes it on that path (stats/eml-extract.praat:1734-1735), so a real failure is misreported as '0 groups' or 'Groups: 0, Analysed: 0' and the true reason (bad column name) is discarded. Concretely confirmed by Fable at graphs/eml-draw-procedures.praat:2927-2936 (a missing condition column prints 'Found 0' instead of the real error) and stats/eml-analysis.praat:3551-3585 (no fallback message at all).
eml-wizard.praat	1963	emlCountGroups	unchecked	FIX	Caller reads emlCountGroups.nGroups/.groupLabel$/.pgTotal but never emlCountGroups.error$; emlCountGroups sets .nGroups=0 on a missing/misspelled column and never changes it on that path (stats/eml-extract.praat:1734-1735), so a real failure is misreported as '0 groups' or 'Groups: 0, Analysed: 0' and the true reason (bad column name) is discarded. Concretely confirmed by Fable at graphs/eml-draw-procedures.praat:2927-2936 (a missing condition column prints 'Found 0' instead of the real error) and stats/eml-analysis.praat:3551-3585 (no fallback message at all).
eml-wizard.praat	1972	eml_getGroupPairedData	unchecked	FIX	Caller reads .n/.data#/.groupN[]/.gN etc. but never eml_getGroupData(.Paired).error$; eml_getGroupData sets .n=0, .data#=zero#(0) on failure (stats/eml-extract.praat:1920-1946) but every one of these sites gates on the derived .n/.groupN instead. This is the core inferential engine -- TukeyHSD, OneWayAnova, KruskalWallis, DunnTest, PairwiseT, PairwiseWilcoxon, Scheffe, BrownForsythe, WelchAnova, GamesHowell in stats/eml-inferential.praat -- plus its group-extraction call sites in the annotation, correlate, check-normality and wizard scripts. One bad cell in one group's data column (a locale comma, a stray non-numeric value the upstream column-exists check does not catch) is silently relabelled 'Group X has 0 observations' with the real diagnosis thrown away, inside the core statistical engine, not a peripheral script.
eml-wizard.praat	2031	eml_getGroupPairedData	unchecked	FIX	Caller reads .n/.data#/.groupN[]/.gN etc. but never eml_getGroupData(.Paired).error$; eml_getGroupData sets .n=0, .data#=zero#(0) on failure (stats/eml-extract.praat:1920-1946) but every one of these sites gates on the derived .n/.groupN instead. This is the core inferential engine -- TukeyHSD, OneWayAnova, KruskalWallis, DunnTest, PairwiseT, PairwiseWilcoxon, Scheffe, BrownForsythe, WelchAnova, GamesHowell in stats/eml-inferential.praat -- plus its group-extraction call sites in the annotation, correlate, check-normality and wizard scripts. One bad cell in one group's data column (a locale comma, a stray non-numeric value the upstream column-exists check does not catch) is silently relabelled 'Group X has 0 observations' with the real diagnosis thrown away, inside the core statistical engine, not a peripheral script.
eml-wizard.praat	2039	emlPearsonCorrelation	used-before-check	FIX	emlPearsonCorrelation/eml_pearsonCore/emlSpearmanCorrelation all reset their numeric outputs to undefined before any guard (documented explicitly stats/eml-inferential.praat:808-814), but the caller at this site has no downstream display gate for it -- unlike the drift-bug site above, no .error$ read exists anywhere in scope.
eml-wizard.praat	2509	emlCountGroups	unchecked	FIX	Caller reads emlCountGroups.nGroups/.groupLabel$/.pgTotal but never emlCountGroups.error$; emlCountGroups sets .nGroups=0 on a missing/misspelled column and never changes it on that path (stats/eml-extract.praat:1734-1735), so a real failure is misreported as '0 groups' or 'Groups: 0, Analysed: 0' and the true reason (bad column name) is discarded. Concretely confirmed by Fable at graphs/eml-draw-procedures.praat:2927-2936 (a missing condition column prints 'Found 0' instead of the real error) and stats/eml-analysis.praat:3551-3585 (no fallback message at all).
eml-wizard.praat	2521	eml_getGroupData	unchecked	FIX	Caller reads .n/.data#/.groupN[]/.gN etc. but never eml_getGroupData(.Paired).error$; eml_getGroupData sets .n=0, .data#=zero#(0) on failure (stats/eml-extract.praat:1920-1946) but every one of these sites gates on the derived .n/.groupN instead. This is the core inferential engine -- TukeyHSD, OneWayAnova, KruskalWallis, DunnTest, PairwiseT, PairwiseWilcoxon, Scheffe, BrownForsythe, WelchAnova, GamesHowell in stats/eml-inferential.praat -- plus its group-extraction call sites in the annotation, correlate, check-normality and wizard scripts. One bad cell in one group's data column (a locale comma, a stray non-numeric value the upstream column-exists check does not catch) is silently relabelled 'Group X has 0 observations' with the real diagnosis thrown away, inside the core statistical engine, not a peripheral script.
eml-wizard.praat	2529	emlShapiroWilk	used-before-check	SAFE	"Verified at stats/eml-analysis.praat:3997 (`if .swError$ = """"`): the raw Shapiro-Wilk W/p print is independently gated on the captured error string a few lines after the flagged field-read, and .swError$ is also passed into @emlNormalityRecommendation's own nested .swUsable gate (stats/eml-analysis.praat:3966-3968). A text-order scanner cannot see a check performed one procedure down or a few lines later in the same block; a direct read confirms it is real."
eml-wizard.praat	2533	emlSkewness	unchecked	FIX	"emlSkewness/emlKurtosis (stats/eml-core-descriptive.praat:294,328) reset .result=undefined on failure (n below minimum, or SD=0 -- a column of identical values, a normal real-data state, not an edge case) but callers use .result unconditionally. Concretely confirmed at stats/eml-analysis.praat:3939-3941/4001-4003: no `if emlKurtosis.error$=""""` guard on the printed string, and at :3734-3735 .kurtosis feeds `abs(.kurtosis) >= threshold` directly -- comparison against undefined is false in Praat, so an incalculable kurtosis is silently read as 'not severe,' feeding a real recommendation, not just a cosmetic display gap."
eml-wizard.praat	2535	emlKurtosis	unchecked	FIX	"emlSkewness/emlKurtosis (stats/eml-core-descriptive.praat:294,328) reset .result=undefined on failure (n below minimum, or SD=0 -- a column of identical values, a normal real-data state, not an edge case) but callers use .result unconditionally. Concretely confirmed at stats/eml-analysis.praat:3939-3941/4001-4003: no `if emlKurtosis.error$=""""` guard on the printed string, and at :3734-3735 .kurtosis feeds `abs(.kurtosis) >= threshold` directly -- comparison against undefined is false in Praat, so an incalculable kurtosis is silently read as 'not severe,' feeding a real recommendation, not just a cosmetic display gap."
eml-wizard.praat	3199	emlDrawQQPlot	used-before-check	SAFE	"emlDrawQQPlot documents .drew as an .error$="""" equivalent (graphs/eml-draw-qq.praat:123), set to 1 only on the true success path (:390). Both call sites branch on .drew=0 to show .error$ and .drew=1 to show .n/.nDropped (verified scripts/eml-check-normality.praat:520-528), functionally identical to checking .error$ directly."
eml-wizard.praat	3593	emlSkewness	unchecked	FIX	"emlSkewness/emlKurtosis (stats/eml-core-descriptive.praat:294,328) reset .result=undefined on failure (n below minimum, or SD=0 -- a column of identical values, a normal real-data state, not an edge case) but callers use .result unconditionally. Concretely confirmed at stats/eml-analysis.praat:3939-3941/4001-4003: no `if emlKurtosis.error$=""""` guard on the printed string, and at :3734-3735 .kurtosis feeds `abs(.kurtosis) >= threshold` directly -- comparison against undefined is false in Praat, so an incalculable kurtosis is silently read as 'not severe,' feeding a real recommendation, not just a cosmetic display gap."
eml-wizard.praat	3594	emlKurtosis	unchecked	FIX	"emlSkewness/emlKurtosis (stats/eml-core-descriptive.praat:294,328) reset .result=undefined on failure (n below minimum, or SD=0 -- a column of identical values, a normal real-data state, not an edge case) but callers use .result unconditionally. Concretely confirmed at stats/eml-analysis.praat:3939-3941/4001-4003: no `if emlKurtosis.error$=""""` guard on the printed string, and at :3734-3735 .kurtosis feeds `abs(.kurtosis) >= threshold` directly -- comparison against undefined is false in Praat, so an incalculable kurtosis is silently read as 'not severe,' feeding a real recommendation, not just a cosmetic display gap."
eml-wizard.praat	3817	eml_getGroupData	unchecked	FIX	Caller reads .n/.data#/.groupN[]/.gN etc. but never eml_getGroupData(.Paired).error$; eml_getGroupData sets .n=0, .data#=zero#(0) on failure (stats/eml-extract.praat:1920-1946) but every one of these sites gates on the derived .n/.groupN instead. This is the core inferential engine -- TukeyHSD, OneWayAnova, KruskalWallis, DunnTest, PairwiseT, PairwiseWilcoxon, Scheffe, BrownForsythe, WelchAnova, GamesHowell in stats/eml-inferential.praat -- plus its group-extraction call sites in the annotation, correlate, check-normality and wizard scripts. One bad cell in one group's data column (a locale comma, a stray non-numeric value the upstream column-exists check does not catch) is silently relabelled 'Group X has 0 observations' with the real diagnosis thrown away, inside the core statistical engine, not a peripheral script.
eml-wizard.praat	3873	emlExtractColumn	unchecked	FIX	wizardNormCheck proxy-checks .n>=3 instead of emlExtractColumn.error$. Column names here come from a live picker bound to the current table rather than typed text, so 'column not found' looks unlikely, but whether the picker's list can go stale between population and use (e.g. after a table swap mid-dialog) was not traced in this pass -- not confirmed safe, so FIX (or a runtime click-through to settle it).
eml-wizard.praat	3884	emlExtractColumn	unchecked	FIX	wizardNormCheck proxy-checks .n>=3 instead of emlExtractColumn.error$. Column names here come from a live picker bound to the current table rather than typed text, so 'column not found' looks unlikely, but whether the picker's list can go stale between population and use (e.g. after a table swap mid-dialog) was not traced in this pass -- not confirmed safe, so FIX (or a runtime click-through to settle it).
eml-wizard.praat	3898	emlExtractColumn	unchecked	FIX	wizardNormCheck proxy-checks .n>=3 instead of emlExtractColumn.error$. Column names here come from a live picker bound to the current table rather than typed text, so 'column not found' looks unlikely, but whether the picker's list can go stale between population and use (e.g. after a table swap mid-dialog) was not traced in this pass -- not confirmed safe, so FIX (or a runtime click-through to settle it).
eml-wizard.praat	4220	eml_getGroupData	unchecked	FIX	Caller reads .n/.data#/.groupN[]/.gN etc. but never eml_getGroupData(.Paired).error$; eml_getGroupData sets .n=0, .data#=zero#(0) on failure (stats/eml-extract.praat:1920-1946) but every one of these sites gates on the derived .n/.groupN instead. This is the core inferential engine -- TukeyHSD, OneWayAnova, KruskalWallis, DunnTest, PairwiseT, PairwiseWilcoxon, Scheffe, BrownForsythe, WelchAnova, GamesHowell in stats/eml-inferential.praat -- plus its group-extraction call sites in the annotation, correlate, check-normality and wizard scripts. One bad cell in one group's data column (a locale comma, a stray non-numeric value the upstream column-exists check does not catch) is silently relabelled 'Group X has 0 observations' with the real diagnosis thrown away, inside the core statistical engine, not a peripheral script.
